region;Nom_lycee;IPS_voie_pro
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU HAINAUT LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA CHAUDRONNER;76.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU MARQUENTERRE LYCEE DES METIERS DU TOURISME DE LA RESTAURATION ET DE LA MAINTE;76.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU MARQUENTERRE LYCEE DES METIERS DU TOURISME DE LA RESTAURATION ET DE LA MAINTE;77.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU MARQUENTERRE LYCEE DES METIERS DU TOURISME DE LA RESTAURATION ET DE LA MAINTE;78.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU MARQUENTERRE LYCEE DES METIERS DU TOURISME DE LA RESTAURATION ET DE LA MAINTE;78.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER;73.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER;73.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER;74.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER;76.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA ;73.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA ;73.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA ;74.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL DU PAYS DE SAINT OMER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA ;76.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDMOND LABBE;79.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDMOND LABBE;80.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDMOND LABBE;81.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDMOND LABBE;83.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDOUARD BRANLY LYCEE DES METIERS DU DESIGN ET DES TECHNOLOGIES;82.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDOUARD BRANLY LYCEE DES METIERS DU DESIGN ET DES TECHNOLOGIES;83.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDOUARD BRANLY LYCEE DES METIERS DU DESIGN ET DES TECHNOLOGIES;83.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDOUARD BRANLY LYCEE DES METIERS DU DESIGN ET DES TECHNOLOGIES;84.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDOUARD GAND LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ORGANISATIONS;72.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDOUARD GAND LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ORGANISATIONS;74.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDOUARD GAND LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ORGANISATIONS;75.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL EDOUARD GAND LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ORGANISATIONS;78
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER;69.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER;70.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER;70.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER;70.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA P;69.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA P;70.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA P;70.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA P;70.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND LEGER;74.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND LEGER;74.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND LEGER;77.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND LEGER;77.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND LEGER LYCEE DES METIERS DE L ÃNERGIE DU NUMERIQUE ET DE LA METALLURGIE;74.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND LEGER LYCEE DES METIERS DE L ÃNERGIE DU NUMERIQUE ET DE LA METALLURGIE;74.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND LEGER LYCEE DES METIERS DE L ÃNERGIE DU NUMERIQUE ET DE LA METALLURGIE;77.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FERNAND LEGER LYCEE DES METIERS DE L ÃNERGIE DU NUMERIQUE ET DE LA METALLURGIE;77.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FLORA TRISTAN;71
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FLORA TRISTAN;71.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FLORA TRISTAN;73.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FLORA TRISTAN;76.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS HENNEBIQUE;68.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS HENNEBIQUE;70
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS HENNEBIQUE;70.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS HENNEBIQUE;70.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS MANSART LYCEE DES METIERS DU BATIMENT;70.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS MANSART LYCEE DES METIERS DU BATIMENT;70.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS MANSART LYCEE DES METIERS DU BATIMENT;71.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS MANSART LYCEE DES METIERS DU BATIMENT;72.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS RABELAIS;71.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS RABELAIS;72.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS RABELAIS;72.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOIS RABELAIS;73.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOISE DOLTO;71.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOISE DOLTO;71.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOISE DOLTO;71.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOISE DOLTO;72.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;71.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;71.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;71.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;72.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;73
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;73.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;73.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;74.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GEORGES GUYNEMER;69.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GEORGES GUYNEMER;70.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GEORGES GUYNEMER;70.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GUY DEBEYRE;75.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GUY DEBEYRE;75.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GUY DEBEYRE;76.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GUY DEBEYRE LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE DU LITTORAL;75.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GUY DEBEYRE LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE DU LITTORAL;75.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL GUY DEBEYRE LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE DU LITTORAL;76.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI DARRAS;77
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI DARRAS;77.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI DARRAS;78.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI DARRAS;79.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI DARRAS LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;77
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI DARRAS LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;77.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI DARRAS LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;78.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI DARRAS LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;79.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI SENEZ LYCEE DES METIERS;70.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI SENEZ LYCEE DES METIERS;72
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI SENEZ LYCEE DES METIERS;72.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI SENEZ LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;70.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI SENEZ LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;72
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL HENRI SENEZ LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;72.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL ILE DE FLANDRE;76.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL ILE DE FLANDRE;77.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL ILE DE FLANDRE;77.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL ILE DE FLANDRE;79.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL ILE JEANTY;69.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL ILE JEANTY;69.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL ILE JEANTY;70.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL ILE JEANTY;72.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL IRENE JOLIOT CURIE;71
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL IRENE JOLIOT CURIE;71.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL IRENE JOLIOT CURIE;71.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL IRENE JOLIOT CURIE;72
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES LE CARON;74
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES LE CARON;74.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES LE CARON;76
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES LE CARON;76.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES LE CARON LYCEE DES METIERS DU BATIMENT;74
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES LE CARON LYCEE DES METIERS DU BATIMENT;74.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES LE CARON LYCEE DES METIERS DU BATIMENT;76
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES LE CARON LYCEE DES METIERS DU BATIMENT;76.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES YVES COUSTEAU;68.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES YVES COUSTEAU;68.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES YVES COUSTEAU;74.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JACQUES YVES COUSTEAU;76
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN BAPTISTE COROT LYCEE DES METIERS DE L HABITAT ET DU COMMERCE;76.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN BAPTISTE COROT LYCEE DES METIERS DE L HABITAT ET DU COMMERCE;77.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN BAPTISTE COROT LYCEE DES METIERS DE L HABITAT ET DU COMMERCE;77.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN BAPTISTE COROT LYCEE DES METIERS DE L HABITAT ET DU COMMERCE;79.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN BERTIN LYCEE DES METIERS DES TRAVAUX PUBLICS;85.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN BERTIN LYCEE DES METIERS DES TRAVAUX PUBLICS;89.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN BERTIN LYCEE DES METIERS DES TRAVAUX PUBLICS;90.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN BERTIN LYCEE DES METIERS DES TRAVAUX PUBLICS;92.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES ATHANASE PELTIER LYCEE DES METIERS DES SERVICES DE LA SANTE ET DU S;67.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES ATHANASE PELTIER LYCEE DES METIERS DES SERVICES DE LA SANTE ET DU S;69
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES ATHANASE PELTIER LYCEE DES METIERS DES SERVICES DE LA SANTE ET DU S;69.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES ATHANASE PELTIER LYCEE DES METIERS DES SERVICES DE LA SANTE ET DU S;70.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES CAZIN;66.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES CAZIN;66.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES CAZIN;67.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES CAZIN;68.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES CAZIN LYCEE DES METIERS DES ACTIVITES COMMERCIALES ET ADMINISTRATIV;66.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES CAZIN LYCEE DES METIERS DES ACTIVITES COMMERCIALES ET ADMINISTRATIV;66.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES CAZIN LYCEE DES METIERS DES ACTIVITES COMMERCIALES ET ADMINISTRATIV;67.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN CHARLES CAZIN LYCEE DES METIERS DES ACTIVITES COMMERCIALES ET ADMINISTRATIV;68.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;76.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;77.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;77.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;77.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;76.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;77.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;77.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;77.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MONNET;77.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MONNET;78.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MONNET;80.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JEAN MONNET;81.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JOLIOT CURIE LYCEE DES METIERS DU COMMERCE;71
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JOLIOT CURIE LYCEE DES METIERS DU COMMERCE;71.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JOLIOT CURIE LYCEE DES METIERS DU COMMERCE;71.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JOLIOT CURIE LYCEE DES METIERS DU COMMERCE;72
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES UHRY;74.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES UHRY;75.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES UHRY;75.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES UHRY;77.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU BATIMENT;74.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU BATIMENT;74.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU BATIMENT;76.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU BATIMENT;76.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES;74.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES;74.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES;76.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES;76.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU GENIE ELECTRIQUE ET DES SERVICES A LA PERSONNE;72.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU GENIE ELECTRIQUE ET DES SERVICES A LA PERSONNE;73.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU GENIE ELECTRIQUE ET DES SERVICES A LA PERSONNE;75
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS DU GENIE ELECTRIQUE ET DES SERVICES A LA PERSONNE;77.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULIE DAUBIE;70.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULIE DAUBIE;71
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULIE DAUBIE;73
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL JULIE DAUBIE;74.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LA PEUPLERAIE;66.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LA PEUPLERAIE;67
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LA PEUPLERAIE;68.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LA PEUPLERAIE;68.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LA PEUPLERAIE LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;66.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LA PEUPLERAIE LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;67
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LA PEUPLERAIE LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;68.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LA PEUPLERAIE LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;68.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER;63.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER;63.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER;64.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER;64.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER LYCEE DES METIERS DE L ELECTRONIQUE ET DE LA LOGISTIQUE;84.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER LYCEE DES METIERS DE L ELECTRONIQUE ET DE LA LOGISTIQUE;84.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER LYCEE DES METIERS DE L ELECTRONIQUE ET DE LA LOGISTIQUE;86.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER LYCEE DES METIERS DE L ELECTRONIQUE ET DE LA LOGISTIQUE;86.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER LYCEE DES METIERS DES SERVICES DU NUMERIQUE A LA PERSONNE DE L ENTREPR;84.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER LYCEE DES METIERS DES SERVICES DU NUMERIQUE A LA PERSONNE DE L ENTREPR;84.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER LYCEE DES METIERS DES SERVICES DU NUMERIQUE A LA PERSONNE DE L ENTREPR;86.5
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LAVOISIER LYCEE DES METIERS DES SERVICES DU NUMERIQUE A LA PERSONNE DE L ENTREPR;86.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LE CORBUSIER;78.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LE CORBUSIER;80.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LE CORBUSIER;81.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LE CORBUSIER;81.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEO LAGRANGE;69.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEO LAGRANGE;70.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEO LAGRANGE;70.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEO LAGRANGE;71.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEO LAGRANGE LYCEE DES METIERS DE LA PERSONNE SANTE SOCIAL;69.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEO LAGRANGE LYCEE DES METIERS DE LA PERSONNE SANTE SOCIAL;70.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEO LAGRANGE LYCEE DES METIERS DE LA PERSONNE SANTE SOCIAL;70.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEO LAGRANGE LYCEE DES METIERS DE LA PERSONNE SANTE SOCIAL;71.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEONARD DE VINCI;71.4
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEONARD DE VINCI;73.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEONARD DE VINCI;73.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LEONARD DE VINCI;74.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LES HAUTS DE FLANDRE;77.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LES HAUTS DE FLANDRE;78.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LES HAUTS DE FLANDRE;79.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LES HAUTS DE FLANDRE;79.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LES JACOBINS;80.6
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LES JACOBINS;81.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LES JACOBINS;81.9
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LES JACOBINS;83.2
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LOUIS ARMAND;64.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LOUIS ARMAND;64.7
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LOUIS ARMAND;66
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LOUIS ARMAND;67.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LOUIS BLERIOT;72.8
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LOUIS BLERIOT;73.1
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LOUIS BLERIOT;73.3
HAUTS-DE-FRANCE;LYCEE PROFESSIONNEL LOUIS BLERIOT;74.8
