region;Nom_lycee;IPS_voie_pro
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ATELIERS D APPRENTISSAGE DE L INDUSTRIE;85
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ATELIERS D APPRENTISSAGE DE L INDUSTRIE;92.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ATELIERS D APPRENTISSAGE DE L INDUSTRIE;92.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ATELIERS D APPRENTISSAGE DE L INDUSTRIE;99.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE BORDIER LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERSO;81.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE BORDIER LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERSO;82.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE BORDIER LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERSO;83.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE BORDIER LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERSO;84
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CARREL LYCEE DES METIERS DES RELATIONS COMMERCIALES;107.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CARREL LYCEE DES METIERS DES RELATIONS COMMERCIALES;107.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CARREL LYCEE DES METIERS DES RELATIONS COMMERCIALES;110.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CARREL LYCEE DES METIERS DES RELATIONS COMMERCIALES;110.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CECAM;94.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CECAM;95.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CECAM;95.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CECAM;96
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CHEVREUL LESTONNAC;93
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CHEVREUL LESTONNAC;95.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CHEVREUL LESTONNAC;97
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE CHEVREUL LESTONNAC;98
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DE COIFFURE DE LYON;84.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DE COIFFURE DE LYON;85.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DE COIFFURE DE LYON;85.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DE COIFFURE DE LYON;87.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES ARTS DE LA COIFFURE LYCEE DES METIERS DES ARTS DE LA COIFFURE;75.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES ARTS DE LA COIFFURE LYCEE DES METIERS DES ARTS DE LA COIFFURE;78.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES ARTS DE LA COIFFURE LYCEE DES METIERS DES ARTS DE LA COIFFURE;81.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES ARTS DE LA COIFFURE LYCEE DES METIERS DES ARTS DE LA COIFFURE;83.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES COLLINES;73.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES COLLINES;73.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES COLLINES;75.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES MONTS DU LYONNAIS LYCEE DES METIERS DU COMMERCE ET DE LA GESTION DE LA;89.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES MONTS DU LYONNAIS LYCEE DES METIERS DU COMMERCE ET DE LA GESTION DE LA;98.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES MONTS DU LYONNAIS LYCEE DES METIERS DU COMMERCE ET DE LA GESTION DE LA;100.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES MONTS DU LYONNAIS LYCEE DES METIERS DU COMMERCE ET DE LA GESTION DE LA;101
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES MONTS DU LYONNAIS LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;89.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES MONTS DU LYONNAIS LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;98.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES MONTS DU LYONNAIS LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;100.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DES MONTS DU LYONNAIS LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;101
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DON BOSCO LYCEE DES METIERS DES SERVICES A LA PERSONNE;101.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DON BOSCO LYCEE DES METIERS DES SERVICES A LA PERSONNE;101.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DON BOSCO LYCEE DES METIERS DES SERVICES A LA PERSONNE;102.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE DON BOSCO LYCEE DES METIERS DES SERVICES A LA PERSONNE;102.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ECA;99.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ECA;100.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ECA;102.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ECA;104.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LA SALLE LYCEE DES METIERS DE LA PRODUCTIQUE ET DE L ELE;85.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LA SALLE LYCEE DES METIERS DE LA PRODUCTIQUE ET DE L ELE;85.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LA SALLE LYCEE DES METIERS DE LA PRODUCTIQUE ET DE L ELE;87.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LA SALLE LYCEE DES METIERS DE LA PRODUCTIQUE ET DE L ELE;87.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LA SALLE SITE SAINTE BARBE;85.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LA SALLE SITE SAINTE BARBE;85.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LA SALLE SITE SAINTE BARBE;87.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LA SALLE SITE SAINTE BARBE;87.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LAMARTINE;98.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LAMARTINE;100
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LAMARTINE;100.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LAMARTINE;104
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE;86
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE;86.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE;87.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE;88.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE ET DES PROCESS INDUSTRIELS;86
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE ET DES PROCESS INDUSTRIELS;86.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE ET DES PROCESS INDUSTRIELS;87.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE ET DES PROCESS INDUSTRIELS;88.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE GODEFROY DE BOUILLON LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ;111
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE GODEFROY DE BOUILLON LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ;112.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE GODEFROY DE BOUILLON LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ;112.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE GODEFROY DE BOUILLON LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ;113.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE INSTITUT TECHNIQUE DES CARRIERES CAROLE;92.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE INSTITUT TECHNIQUE DES CARRIERES CAROLE;94.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE INSTITUT TECHNIQUE DES CARRIERES CAROLE;95.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE INSTITUT TECHNIQUE DES CARRIERES CAROLE;98.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ITEC BOISFLEURY LYCEE DES METIERS DU MEDICO SOCIAL;100.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ITEC BOISFLEURY LYCEE DES METIERS DU MEDICO SOCIAL;104.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE ITEC BOISFLEURY LYCEE DES METIERS DU MEDICO SOCIAL;105.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JAMET BUFFEREAU;97.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JAMET BUFFEREAU;98.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JAMET BUFFEREAU;102.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JAMET BUFFEREAU;106.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JAPY LYCEE DES METIERS DE LA VENTE ET DE LA GESTION ADMINISTRATIVE;85
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JAPY LYCEE DES METIERS DE LA VENTE ET DE LA GESTION ADMINISTRATIVE;85.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JAPY LYCEE DES METIERS DE LA VENTE ET DE LA GESTION ADMINISTRATIVE;85.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JAPY LYCEE DES METIERS DE LA VENTE ET DE LA GESTION ADMINISTRATIVE;90.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD;92
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD;93.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD;94.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD;94.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD LYCEE DES METIERS DES SERVICES ET DES SOINS A LA PE;92
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD LYCEE DES METIERS DES SERVICES ET DES SOINS A LA PE;93.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD LYCEE DES METIERS DES SERVICES ET DES SOINS A LA PE;94.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD LYCEE DES METIERS DES SERVICES ET DES SOINS A LA PE;94.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN MARIE VIANNEY;73.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN MARIE VIANNEY;74.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN MARIE VIANNEY;74.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEAN MARIE VIANNEY;85.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;80.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;82.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;82.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;86.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;87.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;89
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;92.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;93
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;94.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;96.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JULES FROMENT LYCEE DES METIERS DE LA RELATION DANS LE COMMERCE LES SERVIC;93.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JULES FROMENT LYCEE DES METIERS DE LA RELATION DANS LE COMMERCE LES SERVIC;93.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JULES FROMENT LYCEE DES METIERS DE LA RELATION DANS LE COMMERCE LES SERVIC;94.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JULES FROMENT LYCEE DES METIERS DE LA RELATION DANS LE COMMERCE LES SERVIC;96.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JULES FROMENT LYCEE DES METIERS DU COMMERCE DES SERVICES DE LA SANTE ET DU;93.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JULES FROMENT LYCEE DES METIERS DU COMMERCE DES SERVICES DE LA SANTE ET DU;93.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JULES FROMENT LYCEE DES METIERS DU COMMERCE DES SERVICES DE LA SANTE ET DU;94.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE JULES FROMENT LYCEE DES METIERS DU COMMERCE DES SERVICES DE LA SANTE ET DU;96.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA FAVORITE SAINTE THERESE;108.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA FAVORITE SAINTE THERESE;111.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA FAVORITE SAINTE THERESE;112.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA FAVORITE SAINTE THERESE;114.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA FONTAINE;101.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA FONTAINE;103.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA FONTAINE;103.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA FONTAINE;104.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA GRAND GRANGE;100.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA GRAND GRANGE;100.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA GRAND GRANGE;100.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA GRAND GRANGE;103.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA MACHE LYCEE DES METIERS DE LA PRODUCTION ET DES TECHNOLOGIES INDUSTRIEL;116.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA MACHE LYCEE DES METIERS DE LA PRODUCTION ET DES TECHNOLOGIES INDUSTRIEL;116.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA MACHE LYCEE DES METIERS DE LA PRODUCTION ET DES TECHNOLOGIES INDUSTRIEL;118.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA MACHE LYCEE DES METIERS DE LA PRODUCTION ET DES TECHNOLOGIES INDUSTRIEL;120.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA PROVIDENCE;94.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA PROVIDENCE;95.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA PROVIDENCE;96.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA PROVIDENCE;98.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA VIDAUDE;66
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA VIDAUDE;67.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA VIDAUDE;74.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LA VIDAUDE;74.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LACHAUX;71.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LACHAUX;74.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LACHAUX;74.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LACHAUX;76.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE BREDA LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERS;87.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE BREDA LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERS;88
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE BREDA LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERS;88.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE BREDA LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERS;90.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE MARAIS STE THERESE LYCEE DES METIERS DES TECHNOLOGIES DE LA PRECISION;90.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE MARAIS STE THERESE LYCEE DES METIERS DES TECHNOLOGIES DE LA PRECISION;94.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE MARAIS STE THERESE LYCEE DES METIERS DES TECHNOLOGIES DE LA PRECISION;95
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE MARAIS STE THERESE LYCEE DES METIERS DES TECHNOLOGIES DE LA PRECISION;97.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE MARGERIAZ;93
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE MARGERIAZ;94
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE MARGERIAZ;94.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LE MARGERIAZ;96.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES BRESSIS;94.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;100.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;101.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;102
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;102.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;91.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;91.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;92.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;93.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PE;93.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PE;95.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PE;97.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PE;100.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES PORTES DE CHARTREUSE;105.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES PORTES DE CHARTREUSE;107.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE LES PORTES DE CHARTREUSE;107.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MARC SEGUIN;93.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MARC SEGUIN;94.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MARC SEGUIN;94.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MARC SEGUIN;95.3
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MARIE RIVIER;94.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MARIE RIVIER;95.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MARIE RIVIER;97.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MARIE RIVIER;100.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONT BLANC;95.8
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONT BLANC;97.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONT BLANC;97.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINIST;98.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINIST;100.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINIST;100.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINIST;103.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINI;98.6
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINI;100.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINI;100.4
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINI;103.9
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;92.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;93.2
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;95
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;96.7
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;97.1
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;97.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES CHAMPS;88.5
AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES CHAMPS;89.4
