UAI;Nom_lycee;taux_de_reussite
0400057V;LYCEE DES METIERS DES GRANDS LACS CITE SCOLAIRE ST EXUPERY;82
0400057V;LYCEE DES METIERS DES GRANDS LACS CITE SCOLAIRE ST EXUPERY;92
0400057V;LYCEE DES METIERS DES GRANDS LACS CITE SCOLAIRE ST EXUPERY;78
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;78
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;75
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;88
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;72
0570061G;LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL ALAIN FOURNIER;92
0570061G;LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL ALAIN FOURNIER;83
0570061G;LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL ALAIN FOURNIER;89
130001,00 F;LYCEE DES METIERS EMILE ZOLA;90
130001,00 F;LYCEE DES METIERS EMILE ZOLA;86
130001,00 F;LYCEE DES METIERS EMILE ZOLA;94
130001,00 F;LYCEE DES METIERS EMILE ZOLA;95
0880013L;LYCEE DES METIERS PIERRE MENDES FRANCE;93
0880013L;LYCEE DES METIERS PIERRE MENDES FRANCE;86
0880013L;LYCEE DES METIERS PIERRE MENDES FRANCE;98
0880013L;LYCEE DES METIERS PIERRE MENDES FRANCE;89
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;84
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;87
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;95
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;82
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;80
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;95
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;89
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;83
0133425C;LYCEE DES METIERS PRIVE CELONY;96
0133425C;LYCEE DES METIERS PRIVE CELONY;98
0133425C;LYCEE DES METIERS PRIVE CELONY;93
0131402D;LYCEE DES METIERS PRIVE CHARLES PEGUY;93
0131402D;LYCEE DES METIERS PRIVE CHARLES PEGUY;89
0131402D;LYCEE DES METIERS PRIVE CHARLES PEGUY;100
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PER;83
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PER;93
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PER;84
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PER;85
0133396W;LYCEE DES METIERS PRIVE DON BOSCO;89
0133396W;LYCEE DES METIERS PRIVE DON BOSCO;88
0133396W;LYCEE DES METIERS PRIVE DON BOSCO;94
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS LYCEE DES METIERS DU GENIE ELETRIQUE ET THERMIQUE;83
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS LYCEE DES METIERS DU GENIE ELETRIQUE ET THERMIQUE;90
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS LYCEE DES METIERS DU GENIE ELETRIQUE ET THERMIQUE;94
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS LYCEE DES METIERS DU GENIE ELETRIQUE ET THERMIQUE;87
0132193N;LYCEE DES METIERS PRIVE EDMOND ROSTAND;89
0132193N;LYCEE DES METIERS PRIVE EDMOND ROSTAND;92
0132193N;LYCEE DES METIERS PRIVE EDMOND ROSTAND;85
0132193N;LYCEE DES METIERS PRIVE EDMOND ROSTAND;95
0131485U;LYCEE DES METIERS PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;93
0131485U;LYCEE DES METIERS PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;97
0131485U;LYCEE DES METIERS PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;92
0131485U;LYCEE DES METIERS PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;89
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTEN;76
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTEN;88
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTEN;87
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTEN;73
0131433M;LYCEE DES METIERS PRIVE SAINT HENRI LYCEE DES METIERS DU BATIMENT CONNECTE ET DES ENERGIES RENOUVELA;74
0131433M;LYCEE DES METIERS PRIVE SAINT HENRI LYCEE DES METIERS DU BATIMENT CONNECTE ET DES ENERGIES RENOUVELA;100
0131433M;LYCEE DES METIERS PRIVE SAINT HENRI LYCEE DES METIERS DU BATIMENT CONNECTE ET DES ENERGIES RENOUVELA;76
0840940R;LYCEE DES METIERS PRIVE SAINT JEAN BAPTISTE DE LA SALLE;100
0840940R;LYCEE DES METIERS PRIVE SAINT JEAN BAPTISTE DE LA SALLE;96
0131391S;LYCEE DES METIERS PRIVE ST ELOI;96
0131391S;LYCEE DES METIERS PRIVE ST ELOI;97
0131391S;LYCEE DES METIERS PRIVE ST ELOI;88
0840082H;LYCEE DES METIERS PRIVE VINCENT DE PAUL LYCEE DES METIERS DE LA MODE DES SERVICES AUX ENTREPRISES ET;90
0840082H;LYCEE DES METIERS PRIVE VINCENT DE PAUL LYCEE DES METIERS DE LA MODE DES SERVICES AUX ENTREPRISES ET;95
0840082H;LYCEE DES METIERS PRIVE VINCENT DE PAUL LYCEE DES METIERS DE LA MODE DES SERVICES AUX ENTREPRISES ET;92
0840082H;LYCEE DES METIERS PRIVE VINCENT DE PAUL LYCEE DES METIERS DE LA MODE DES SERVICES AUX ENTREPRISES ET;94
0540067E;LYCEE DES METIERS REGIONAL DU TOULOIS;97
0540067E;LYCEE DES METIERS REGIONAL DU TOULOIS;85
0540067E;LYCEE DES METIERS REGIONAL DU TOULOIS;86
0540067E;LYCEE DES METIERS REGIONAL DU TOULOIS;92
0460013P;LYCEE GENERAL;100
0460013P;LYCEE GENERAL;90
0460013P;LYCEE GENERAL;97
0460013P;LYCEE GENERAL;80
0040003G;LYCEE GENERAL ANDRE HONNORAT;78
0040003G;LYCEE GENERAL ANDRE HONNORAT;100
0040003G;LYCEE GENERAL ANDRE HONNORAT;87
0090013R;LYCEE GENERAL ET TECHNOLOGIQUE;92
0090013R;LYCEE GENERAL ET TECHNOLOGIQUE;89
0090013R;LYCEE GENERAL ET TECHNOLOGIQUE;87
0130161E;LYCEE GENERAL ET TECHNOLOGIQUE ADAM DE CRAPONNE;88
0130161E;LYCEE GENERAL ET TECHNOLOGIQUE ADAM DE CRAPONNE;90
0130161E;LYCEE GENERAL ET TECHNOLOGIQUE ADAM DE CRAPONNE;85
0130161E;LYCEE GENERAL ET TECHNOLOGIQUE ADAM DE CRAPONNE;94
0692517L;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;91
0692517L;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;90
0692517L;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;80
0500017X;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;97
0500017X;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;89
0500017X;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;91
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;92
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;83
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;75
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;94
0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;100
0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;96
0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;99
0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;85
0132733A;LYCEE GENERAL ET TECHNOLOGIQUE ANTONIN ARTAUD;93
0141274J;LYCEE GENERAL ET TECHNOLOGIQUE ARCISSE DE CAUMONT LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;87
0141274J;LYCEE GENERAL ET TECHNOLOGIQUE ARCISSE DE CAUMONT LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;91
0141274J;LYCEE GENERAL ET TECHNOLOGIQUE ARCISSE DE CAUMONT LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;94
0810959C;LYCEE GENERAL ET TECHNOLOGIQUE BORDE BASSE;69
0810959C;LYCEE GENERAL ET TECHNOLOGIQUE BORDE BASSE;89
0810959C;LYCEE GENERAL ET TECHNOLOGIQUE BORDE BASSE;87
0810959C;LYCEE GENERAL ET TECHNOLOGIQUE BORDE BASSE;70
0820021C;LYCEE GENERAL ET TECHNOLOGIQUE BOURDELLE;85
0220058U;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;80
0220058U;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;84
0220058U;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;90
0220058U;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;78
0692800U;LYCEE GENERAL ET TECHNOLOGIQUE CHARLIE CHAPLIN;67
0692800U;LYCEE GENERAL ET TECHNOLOGIQUE CHARLIE CHAPLIN;82
0692800U;LYCEE GENERAL ET TECHNOLOGIQUE CHARLIE CHAPLIN;77
0692800U;LYCEE GENERAL ET TECHNOLOGIQUE CHARLIE CHAPLIN;74
0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;75
0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;86
0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;81
0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;74
0381599G;LYCEE GENERAL ET TECHNOLOGIQUE DE L EDIT;76
0381599G;LYCEE GENERAL ET TECHNOLOGIQUE DE L EDIT;63
0381599G;LYCEE GENERAL ET TECHNOLOGIQUE DE L EDIT;71
0381599G;LYCEE GENERAL ET TECHNOLOGIQUE DE L EDIT;66
0134155W;LYCEE GENERAL ET TECHNOLOGIQUE DE SAINT;92
0610018N;LYCEE GENERAL ET TECHNOLOGIQUE DES ANDAINES LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;74
0610018N;LYCEE GENERAL ET TECHNOLOGIQUE DES ANDAINES LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;94
0610018N;LYCEE GENERAL ET TECHNOLOGIQUE DES ANDAINES LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;100
0610018N;LYCEE GENERAL ET TECHNOLOGIQUE DES ANDAINES LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;85
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;75
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;90
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;96
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;63
0130049H;LYCEE GENERAL ET TECHNOLOGIQUE DU REMPART;74
0130049H;LYCEE GENERAL ET TECHNOLOGIQUE DU REMPART;72
0311334G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND ROSTAND;88
0311334G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND ROSTAND;75
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;90
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;95
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;94
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;86
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;90
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;71
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;77
0572022N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX MAYER;78
0572022N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX MAYER;79
0572022N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX MAYER;71
0572022N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX MAYER;70
0510034K;LYCEE GENERAL ET TECHNOLOGIQUE FRANKLIN ROOSEVELT;42
0380083J;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE LYCEE DES METIERS DE LA CHIMIE;84
0380083J;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE LYCEE DES METIERS DE LA CHIMIE;69
0380083J;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE LYCEE DES METIERS DE LA CHIMIE;62
0380083J;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE LYCEE DES METIERS DE LA CHIMIE;86
0420027B;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES BRASSENS;67
0771940R;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;74
0771940R;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;80
0771940R;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;83
360024,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DE BALZAC;81
360024,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DE BALZAC;78
360024,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DE BALZAC;98
360024,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DE BALZAC;87
0010072Y;LYCEE GENERAL ET TECHNOLOGIQUE INTERNATIONAL;93
0010072Y;LYCEE GENERAL ET TECHNOLOGIQUE INTERNATIONAL;86
0010072Y;LYCEE GENERAL ET TECHNOLOGIQUE INTERNATIONAL;75
0340076Y;LYCEE GENERAL ET TECHNOLOGIQUE IRENE ET FREDERIC JOLIOT CURIE;82
0572027U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COLBERT;79
0572027U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COLBERT;84
0572027U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COLBERT;85
0572027U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COLBERT;71
0810012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;89
0810012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;95
0810012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;86
0810012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;77
0132210G;LYCEE GENERAL ET TECHNOLOGIQUE JEAN LURCAT;90
0132210G;LYCEE GENERAL ET TECHNOLOGIQUE JEAN LURCAT;88
0741476C;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET;67
0741476C;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET;87
0741476C;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET;65
0772120L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;95
0772120L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;92
0772120L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;98
0312744P;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PIERRE VERNANT;73
0312744P;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PIERRE VERNANT;100
0312744P;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PIERRE VERNANT;96
0920141D;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT CURIE;87
0920141D;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT CURIE;79
0920141D;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT CURIE;75
0920141D;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT CURIE;100
0570146Z;LYCEE GENERAL ET TECHNOLOGIQUE JULIE DAUBIE;88
0570146Z;LYCEE GENERAL ET TECHNOLOGIQUE JULIE DAUBIE;87
0570146Z;LYCEE GENERAL ET TECHNOLOGIQUE JULIE DAUBIE;84
0570146Z;LYCEE GENERAL ET TECHNOLOGIQUE JULIE DAUBIE;76
0500036T;LYCEE GENERAL ET TECHNOLOGIQUE JULLIOT DE LA MORANDIERE LYCEE DES METIERS DU NAUTISME DE L AUTOMOBIL;85
0500036T;LYCEE GENERAL ET TECHNOLOGIQUE JULLIOT DE LA MORANDIERE LYCEE DES METIERS DU NAUTISME DE L AUTOMOBIL;84
0500036T;LYCEE GENERAL ET TECHNOLOGIQUE JULLIOT DE LA MORANDIERE LYCEE DES METIERS DU NAUTISME DE L AUTOMOBIL;96
0731248K;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS ARMAND;93
0731248K;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS ARMAND;95
0731248K;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS ARMAND;90
0731248K;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS ARMAND;86
0810004P;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS RASCOL LYCEE DES METIERS : PRODUITS PRODUCTION AUTOMATISEE ET G;73
0810004P;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS RASCOL LYCEE DES METIERS : PRODUITS PRODUCTION AUTOMATISEE ET G;77
0810004P;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS RASCOL LYCEE DES METIERS : PRODUITS PRODUCTION AUTOMATISEE ET G;81
0810004P;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS RASCOL LYCEE DES METIERS : PRODUITS PRODUCTION AUTOMATISEE ET G;92
0610002W;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE NAVARRE;82
0610002W;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE NAVARRE;94
0610002W;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE NAVARRE;87
0610002W;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE NAVARRE;85
133244,00 F;LYCEE GENERAL ET TECHNOLOGIQUE MARIE MADELEINE FOURCADE;89
133244,00 F;LYCEE GENERAL ET TECHNOLOGIQUE MARIE MADELEINE FOURCADE;81
133244,00 F;LYCEE GENERAL ET TECHNOLOGIQUE MARIE MADELEINE FOURCADE;90
133244,00 F;LYCEE GENERAL ET TECHNOLOGIQUE MARIE MADELEINE FOURCADE;80
0132410Z;LYCEE GENERAL ET TECHNOLOGIQUE MAURICE GENEVOIX;87
0132410Z;LYCEE GENERAL ET TECHNOLOGIQUE MAURICE GENEVOIX;90
0940580V;LYCEE GENERAL ET TECHNOLOGIQUE MAXIMILIEN SORRE;73
0940580V;LYCEE GENERAL ET TECHNOLOGIQUE MAXIMILIEN SORRE;78
0940580V;LYCEE GENERAL ET TECHNOLOGIQUE MAXIMILIEN SORRE;65
0940580V;LYCEE GENERAL ET TECHNOLOGIQUE MAXIMILIEN SORRE;83
0730016W;LYCEE GENERAL ET TECHNOLOGIQUE MONGE LYCEE DES METIERS DE LA CREATION INDUSTRIELLE;73
0730016W;LYCEE GENERAL ET TECHNOLOGIQUE MONGE LYCEE DES METIERS DE LA CREATION INDUSTRIELLE;83
0730016W;LYCEE GENERAL ET TECHNOLOGIQUE MONGE LYCEE DES METIERS DE LA CREATION INDUSTRIELLE;81
0610026X;LYCEE GENERAL ET TECHNOLOGIQUE NAPOLEON;94
0610026X;LYCEE GENERAL ET TECHNOLOGIQUE NAPOLEON;90
0610026X;LYCEE GENERAL ET TECHNOLOGIQUE NAPOLEON;84
0610026X;LYCEE GENERAL ET TECHNOLOGIQUE NAPOLEON;65
0141275K;LYCEE GENERAL ET TECHNOLOGIQUE PAUL CORNU LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE L ELECTROTE;91
0141275K;LYCEE GENERAL ET TECHNOLOGIQUE PAUL CORNU LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE L ELECTROTE;86
0141275K;LYCEE GENERAL ET TECHNOLOGIQUE PAUL CORNU LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE L ELECTROTE;93
0141275K;LYCEE GENERAL ET TECHNOLOGIQUE PAUL CORNU LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE L ELECTROTE;80
0730037U;LYCEE GENERAL ET TECHNOLOGIQUE PAUL HEROULT;82
0730037U;LYCEE GENERAL ET TECHNOLOGIQUE PAUL HEROULT;85
0730037U;LYCEE GENERAL ET TECHNOLOGIQUE PAUL HEROULT;90
0730037U;LYCEE GENERAL ET TECHNOLOGIQUE PAUL HEROULT;79
0782822U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE CORNEILLE;76
0782822U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE CORNEILLE;85
0782822U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE CORNEILLE;87
0782822U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE CORNEILLE;92
0782822U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE CORNEILLE (A ABSORBE L'UAI 0783249H EN 2017);92
0782822U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE CORNEILLE (A ABSORBE L'UAI 0783249H EN 2017);87
0782822U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE CORNEILLE (A ABSORBE L'UAI 0783249H EN 2017);85
0782822U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE CORNEILLE (A ABSORBE L'UAI 0783249H EN 2017);76
0310024H;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE D ARAGON;88
0310024H;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE D ARAGON;83
0310024H;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE D ARAGON;98
0770931U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE DE COUBERTIN;81
0770931U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE DE COUBERTIN;92
0770931U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE DE COUBERTIN;88
0880040R;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE ET MARIE CURIE;78
0880040R;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE ET MARIE CURIE;94
0880040R;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE ET MARIE CURIE;81
0880040R;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE ET MARIE CURIE;70
0641907A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BERNAT ETXEPARE;100
0641907A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BERNAT ETXEPARE;92
0771200L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BLANCHE DE CASTILLE;91
0771200L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BLANCHE DE CASTILLE;89
0771200L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BLANCHE DE CASTILLE;92
0771200L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BLANCHE DE CASTILLE;90
383208,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ITEC BOISFLEURY EUROPE LYCEE DES METIERS DU MEDICO SOCIAL;97
383208,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ITEC BOISFLEURY EUROPE LYCEE DES METIERS DU MEDICO SOCIAL;100
0730760E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC;89
0132828D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CADENELLE;82
0132828D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CADENELLE;92
0132828D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CADENELLE;78
0132828D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CADENELLE (A ABSORBE L'UAI 0133275P EN 2018);82
0132828D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CADENELLE (A ABSORBE L'UAI 0133275P EN 2018);92
0132828D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CADENELLE (A ABSORBE L'UAI 0133275P EN 2018);78
0290335G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CROIX ROUGE LA SALLE;97
0290335G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CROIX ROUGE LA SALLE;98
0290335G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CROIX ROUGE LA SALLE;95
0480025S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;86
0480025S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;97
0480025S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;100
0480025S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;88
9710055H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PENSIONNAT DE VERSAILLES;89
9710055H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PENSIONNAT DE VERSAILLES;100
383208,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PHILIPPINE DUCHESNE;100
383208,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PHILIPPINE DUCHESNE;97
383208,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PHILIPPINE DUCHESNE ITEC BOISFLEURY EUROPE;100
383208,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PHILIPPINE DUCHESNE ITEC BOISFLEURY EUROPE;97
0381678T;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ROBIN;87
0381678T;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ROBIN;97
0131391S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ELOI;88
0131391S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ELOI;97
0131391S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ELOI;96
0131391S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ELOI (A ABSORBE L'UAI 0133280V EN 2018);88
0131391S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ELOI (A ABSORBE L'UAI 0133280V EN 2018);97
0131391S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ELOI (A ABSORBE L'UAI 0133280V EN 2018);96
0290168A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT GABRIEL;81
