Année;UAI;Libellé;Région;Niveau formation;Taux interruption formation;Taux poursuite études;Taux emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois
cumul 2019-2020;0290108K;Lycée polyvalent Dupuy de Lôme;BRETAGNE;BTS;23.0;48.0;58.0;64.0;73.0;73.0
cumul 2019-2020;0290156M;Lycée général et technologique privé Saint Louis;BRETAGNE;BTS;14.0;35.0;50.0;62.0;47.0;56.0
cumul 2019-2020;0290200K;Lycée professionnel privé Le Porsmeur - Lycée des métiers de la vente et du sanitaire et social;BRETAGNE;CAP;33.0;61.0;31.0;38.0;34.0;55.0
cumul 2019-2020;0292157M;Lycée professionnel privé Sainte Elisabeth;BRETAGNE;BAC PRO;20.0;58.0;21.0;29.0;32.0;50.0
cumul 2019-2020;0300047N;Lycée polyvalent des Métiers d'Art Charles Gide;OCCITANIE;CAP;32.0;53.0;28.0;45.0;44.0;49.0
cumul 2019-2020;0300106C;Lycée professionnel privé Sainte Marie, lycée des métiers de la santé et des procédés de la chimie et de l'eau;OCCITANIE;BTS;13.0;31.0;62.0;71.0;46.0;62.0
cumul 2019-2020;0301499S;Lycée polyvalent privé d'Alzon Saint Felix;OCCITANIE;BAC PRO;19.0;49.0;36.0;39.0;36.0;36.0
cumul 2019-2020;0310017A;Lycée polyvalent Paul Mathou - Lycée des métiers des travaux publics et du bâtiment;OCCITANIE;BP;;;;;;
cumul 2019-2020;0310033T;Lycée professionnel Elisabeth et Norbert Casteret;OCCITANIE;CAP;33.0;36.0;22.0;31.0;25.0;39.0
cumul 2019-2020;0311190A;Lycée professionnel privé Skhole d'Art Toulouse - Lycée des métiers de la coiffure et de l'esthétique;OCCITANIE;MC3;;;;;;
cumul 2019-2020;0311213A;Lycée technologique privé Issec Pigier;OCCITANIE;BTS;35.0;29.0;61.0;60.0;67.0;62.0
cumul 2019-2020;0311219G;Lycée professionnel privé Sainte-Marie Saint-Sernin - Lycée des métiers commerciaux et administratifs;OCCITANIE;BTS;24.0;26.0;56.0;56.0;59.0;59.0
cumul 2019-2020;0311334G;Lycée polyvalent Edmond Rostand - Lycée des métiers du bois;OCCITANIE;CAP;;;;;;
cumul 2019-2020;0312063Z;Lycée professionnel privé Castelnouvel;OCCITANIE;CAP;;43.0;29.0;33.0;38.0;43.0
cumul 2019-2020;0312267W;Lycée général et technologique des Arènes;OCCITANIE;BTS;12.0;49.0;30.0;33.0;30.0;34.0
cumul 2019-2020;0320030J;Lycée professionnel Clément Ader - Lycée des métiers de l'électrotechnique, de la maintenance et de l'usinage;OCCITANIE;BTS;28.0;29.0;;;;
cumul 2019-2020;0320040V;Lycée professionnel Pardailhan;OCCITANIE;MC3;;;;;;
cumul 2019-2020;0330028B;Lycée polyvalent Gustave Eiffel;NOUVELLE-AQUITAINE;BP;39.0;12.0;66.0;79.0;79.0;83.0
cumul 2019-2020;0330032F;Lycée professionnel Nicolas Bremontier;NOUVELLE-AQUITAINE;BAC PRO;41.0;55.0;41.0;49.0;58.0;64.0
cumul 2019-2020;0330060L;Lycée professionnel Flora Tristan - Lycée des métiers des services et de l'aéronautique;NOUVELLE-AQUITAINE;BTS;4.0;48.0;;;;
cumul 2019-2020;0332194F;Lycée professionnel Condorcet - Lycée des métiers de l'hôtellerie, du tourisme et des services;NOUVELLE-AQUITAINE;BAC PRO;23.0;44.0;31.0;57.0;44.0;63.0
cumul 2019-2020;0332445D;Lycée professionnel Alphonse Beau de Rochas - Lycées des des métiers de l'automobile;NOUVELLE-AQUITAINE;CAP;37.0;44.0;42.0;51.0;47.0;67.0
cumul 2019-2020;0332468D;Lycée technologique St Louis - Lycée des métiers de la biologie et de la chimie;NOUVELLE-AQUITAINE;BTS;19.0;46.0;47.0;56.0;56.0;61.0
cumul 2019-2020;0333273D;Lycée polyvalent Vaclav Havel;NOUVELLE-AQUITAINE;BTS;36.0;32.0;44.0;65.0;52.0;67.0
cumul 2019-2020;0340040J;Lycée polyvalent Jules Guesde;OCCITANIE;BTS;27.0;57.0;51.0;58.0;49.0;60.0
cumul 2019-2020;0340042L;Lycée polyvalent Jean Mermoz;OCCITANIE;BTS;27.0;45.0;53.0;63.0;65.0;72.0
cumul 2019-2020;0340069R;Lycée professionnel Jacques Brel, lycée des métiers de la moto;OCCITANIE;CAP;30.0;61.0;29.0;48.0;43.0;71.0
cumul 2019-2020;0340871M;Lycée général et technologique privé La Trinité;OCCITANIE;BTS;35.0;29.0;36.0;56.0;60.0;64.0
cumul 2019-2020;0340920R;Lycée professionnel privé Turgot, lycée des métiers de la santé et du social;OCCITANIE;BTS;21.0;60.0;27.0;50.0;59.0;59.0
cumul 2019-2020;0350032V;Lycée professionnel Louis Guilloux - Lycée des métiers de l'hôtellerie-restauration - Lycée des métiers de la mode;BRETAGNE;BAC PRO;32.0;65.0;42.0;47.0;57.0;68.0
cumul 2019-2020;0350732F;Etablissement régional d'enseignement adapté Jean Bart;BRETAGNE;CAP;22.0;50.0;33.0;46.0;33.0;42.0
cumul 2019-2020;0360003H;Lycée professionnel Chateauneuf;CENTRE-VAL DE LOIRE;CAP;45.0;52.0;;;;
cumul 2019-2020;0370009J;Lycée polyvalent François Rabelais;CENTRE-VAL DE LOIRE;BAC PRO;35.0;47.0;36.0;43.0;61.0;68.0
cumul 2019-2020;0370009J;Lycée polyvalent François Rabelais;CENTRE-VAL DE LOIRE;BTS;28.0;16.0;65.0;73.0;75.0;73.0
cumul 2019-2020;0380023U;Lycée professionnel Jacques Prévert;AUVERGNE-RHONE-ALPES;BAC PRO;44.0;56.0;46.0;45.0;46.0;61.0
cumul 2019-2020;0381603L;Lycée polyvalent André Argouges;AUVERGNE-RHONE-ALPES;CAP;20.0;26.0;29.0;29.0;33.0;38.0
cumul 2019-2020;0382863F;Lycée polyvalent du Grésivaudan;AUVERGNE-RHONE-ALPES;MC4;6.0;17.0;77.0;73.0;70.0;70.0
cumul 2019-2020;0390029V;Lycée polyvalent des métiers du bois;BOURGOGNE-FRANCHE-COMTE;BTS;;40.0;75.0;79.0;81.0;78.0
cumul 2019-2020;0390786T;Lycée polyvalent Pré Saint Sauveur;BOURGOGNE-FRANCHE-COMTE;BAC PRO;32.0;57.0;51.0;43.0;59.0;63.0
cumul 2019-2020;0400049L;Lycée professionnel Ambroise Croizat;NOUVELLE-AQUITAINE;BAC PRO;25.0;43.0;41.0;51.0;55.0;62.0
cumul 2019-2020;0400080V;Lycée d'enseignement professionnel Jean Cassaigne;NOUVELLE-AQUITAINE;MC3;;;;;;
cumul 2019-2020;0410718H;Lycée professionnel Val de Cher - Lycée des métiers de l'énergie et des services;CENTRE-VAL DE LOIRE;CAP;37.0;50.0;17.0;38.0;33.0;54.0
cumul 2019-2020;0420976H;Lycée général et technologique privé La Salle Saint Louis Sainte Barbe;AUVERGNE-RHONE-ALPES;BTS;20.0;62.0;59.0;72.0;86.0;79.0
cumul 2019-2020;0420979L;Lycée général et technologique privé Tézenas du Montcel - Lycée des métiers de la gestion et du commerce;AUVERGNE-RHONE-ALPES;BTS;27.0;31.0;55.0;64.0;68.0;74.0
cumul 2019-2020;0420991Z;Lycée professionnel privé Le Marais Ste Thérèse - Lycée des métiers des technologies de la précision;AUVERGNE-RHONE-ALPES;BAC PRO;23.0;65.0;31.0;49.0;47.0;67.0
cumul 2019-2020;0420992A;Lycée professionnel Saint Joseph;AUVERGNE-RHONE-ALPES;CAP;37.0;47.0;;;;
cumul 2019-2020;0421976V;Lycée général et technologique François Mauriac-Forez;AUVERGNE-RHONE-ALPES;BTS;27.0;43.0;48.0;68.0;68.0;60.0
cumul 2019-2020;0440063E;Lycée professionnel Louis-Jacques Goussier - Lycée des Métiers de la santé et du bien-être;PAYS DE LA LOIRE;CAP;19.0;53.0;42.0;38.0;54.0;52.0
cumul 2019-2020;0450066C;Lycée professionnel Mal Leclerc - Lycée des métiers de la maintenance automobile, des équipements industriels, du transports et de la logistique;CENTRE-VAL DE LOIRE;CAP;17.0;35.0;39.0;48.0;52.0;64.0
cumul 2019-2020;0451442Y;Lycée professionnel Chateau Blanc;CENTRE-VAL DE LOIRE;CAP;24.0;61.0;7.0;14.0;24.0;24.0
cumul 2019-2020;0460051F;Lycée professionnel Clément Marot - Lycée des métiers du tertiaire et du social;OCCITANIE;BAC PRO;32.0;62.0;25.0;40.0;43.0;54.0
cumul 2019-2020;0470641S;Lycée professionnel Benoît d'Azy;NOUVELLE-AQUITAINE;BTS;;;;;;
cumul 2019-2020;0490055U;Lycée Polyvalent Sadi Carnot - Jean Bertin - Lycée des métiers;PAYS DE LA LOIRE;BAC PRO;49.0;48.0;32.0;46.0;49.0;66.0
cumul 2019-2020;0490838V;Lycée général et technologique privé Saint Louis;PAYS DE LA LOIRE;BTS;31.0;46.0;50.0;63.0;67.0;70.0
cumul 2019-2020;0492061Z;Lycée général et technologique Auguste et Jean Renoir;PAYS DE LA LOIRE;BTS;8.0;52.0;36.0;52.0;58.0;64.0
cumul 2019-2020;0492224B;Lycée polyvalent de l'Hyrome;PAYS DE LA LOIRE;CAP;37.0;40.0;;;;
cumul 2019-2020;0500017X;Lycée polyvalent Alexis de Tocqueville;NORMANDIE;BAC PRO;21.0;66.0;39.0;56.0;58.0;66.0
cumul 2019-2020;0500120J;Lycée général et Technologique Institut Saint-Lo;NORMANDIE;BTS;28.0;23.0;62.0;74.0;79.0;81.0
cumul 2019-2020;0501219D;Lycée polyvalent Curie-Corot;NORMANDIE;CAP;39.0;46.0;;;;
cumul 2019-2020;0501850P;Lycée polyvalent Maurice Marland;NORMANDIE;BTS;14.0;51.0;37.0;69.0;43.0;71.0
cumul 2019-2020;0510007F;Lycée polyvalent Etienne Oehmichen - Lycée des métiers de l'industrie, du transport et de la logistique, de l'hôtellerie-restauration;GRAND EST;BAC PRO;48.0;47.0;51.0;59.0;60.0;67.0
cumul 2019-2020;0520027X;Lycée général et technologique St Exupéry;GRAND EST;BTS;38.0;23.0;47.0;54.0;56.0;65.0
cumul 2019-2020;0530949U;Lycée polyvalent Raoul Vadepied;PAYS DE LA LOIRE;CAP;32.0;44.0;35.0;35.0;52.0;57.0
cumul 2019-2020;0540061Y;Lycée Marie Marvingt - Lycée des métiers des services et du commerce;GRAND EST;BAC PRO;31.0;50.0;29.0;40.0;42.0;48.0
cumul 2019-2020;0560027A;Lycée professionnel Marie Le Franc - Lycée des métiers de la vente - Lycée des métiers des services à la personne;BRETAGNE;BP;;;;;;
cumul 2019-2020;0570108H;Lycée polyvalent La Briquerie - Lycée des métiers des sciences et des techniques;GRAND EST;BTS;37.0;26.0;46.0;50.0;52.0;53.0
cumul 2019-2020;0570124A;Lycée professionnel René Cassin;GRAND EST;MC4;14.0;50.0;;;;
cumul 2019-2020;0572022N;Lycée Polyvalent Régional Felix Mayer;GRAND EST;BTS;47.0;20.0;54.0;78.0;70.0;76.0
cumul 2019-2020;0572075W;Lycée professionnel Jean Macé;GRAND EST;CAP;19.0;45.0;;;;
cumul 2019-2020;0572101Z;Lycée professionnel privé Saint André - Lycée des métiers de l'optique;GRAND EST;CAP;17.0;79.0;;;;
cumul 2019-2020;0573227Y;Lycée polyvalent Louis de Cormontaigne;GRAND EST;BTS;41.0;33.0;54.0;64.0;71.0;71.0
cumul 2019-2020;0580014A;Lycée polyvalent Pierre Gilles de Gennes - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;BTS;24.0;45.0;41.0;30.0;41.0;56.0
cumul 2019-2020;0580031U;Lycée général et technologique Jules Renard;BOURGOGNE-FRANCHE-COMTE;BTS;33.0;46.0;42.0;56.0;68.0;68.0
cumul 2019-2020;0580761M;Lycée polyvalent Maurice Genevoix;BOURGOGNE-FRANCHE-COMTE;CAP;19.0;43.0;10.0;15.0;30.0;35.0
cumul 2019-2020;0590072H;Lycée général et technologique de l'Europe;HAUTS-DE-FRANCE;BTS;35.0;37.0;50.0;52.0;63.0;62.0
cumul 2019-2020;0590270Y;Lycée professionnel du Hainaut - Lycée des Métiers de l'Automobile - Lycée des Métiers de la Chaudronnerie;HAUTS-DE-FRANCE;BAC PRO;45.0;55.0;35.0;44.0;49.0;61.0
cumul 2019-2020;0592832H;Lycée professionnel Vertes Feuilles - Lycée des métiers de la sécurité et de la prévention;HAUTS-DE-FRANCE;BP;;;;;;
cumul 2019-2020;0592966D;Lycée polyvalent privé EIC Jehanne d'Arc;HAUTS-DE-FRANCE;BAC PRO;29.0;58.0;40.0;55.0;51.0;56.0
cumul 2019-2020;0592976P;Lycée polyvalent privé Hélène Boucher;HAUTS-DE-FRANCE;CAP;24.0;60.0;;;;
cumul 2019-2020;0593071T;Lycée polyvalent privé Deforest de Lewarde;HAUTS-DE-FRANCE;BAC PRO;23.0;58.0;20.0;31.0;33.0;42.0
cumul 2019-2020;0593495D;Lycée Professionnel Paul Langevin;HAUTS-DE-FRANCE;BAC PRO;32.0;44.0;49.0;51.0;55.0;62.0
cumul 2019-2020;0594424N;Lycée général et technologique Raymond Queneau;HAUTS-DE-FRANCE;BTS;36.0;34.0;58.0;58.0;66.0;58.0
cumul 2019-2020;0595616J;Lycée général et technologique du Noordover;HAUTS-DE-FRANCE;BTS;39.0;28.0;41.0;52.0;54.0;62.0
cumul 2019-2020;0595787V;Lycée professionnel Alain Savary - Lycée des Métiers;HAUTS-DE-FRANCE;CAP;44.0;59.0;6.0;25.0;34.0;38.0
cumul 2019-2020;0595867G;Lycée général et technologique international Montebello;HAUTS-DE-FRANCE;BTS;31.0;31.0;49.0;50.0;53.0;67.0
cumul 2019-2020;0595894L;Lycée professionnel François Rabelais;HAUTS-DE-FRANCE;BAC PRO;53.0;51.0;31.0;31.0;42.0;47.0
cumul 2019-2020;0595894L;Lycée professionnel François Rabelais;HAUTS-DE-FRANCE;CAP;29.0;47.0;23.0;27.0;33.0;44.0
cumul 2019-2020;0596925G;Lycée polyvalent Charlotte Perriand;HAUTS-DE-FRANCE;BAC PRO;52.0;43.0;41.0;48.0;66.0;76.0
cumul 2019-2020;0600048B;Lycée professionnel Donation de Rothschild;HAUTS-DE-FRANCE;MC4;;;;;;
cumul 2019-2020;0601162M;Lycée professionnel privé St Vincent de Paul;HAUTS-DE-FRANCE;CAP;21.0;64.0;14.0;20.0;29.0;31.0
cumul 2019-2020;0601470X;Lycée professionnel Lavoisier - Lycée des métiers des services du numérique à la personne - de l'entreprise à l'innovation;HAUTS-DE-FRANCE;BAC PRO;32.0;46.0;36.0;39.0;39.0;53.0
cumul 2019-2020;0610996B;Etablissement régional d'enseignement adapté Pierre Mendès France;NORMANDIE;CAP;35.0;36.0;10.0;19.0;33.0;43.0
cumul 2019-2020;0620018H;Lycée professionnel Fernand Degrugillier;HAUTS-DE-FRANCE;BAC PRO;48.0;36.0;28.0;41.0;54.0;55.0
cumul 2019-2020;0620052V;Lycée polyvalent Edouard Branly - Lycée des Métiers du Bâtiment et des Energies renouvelables, de l'Industrie des terres d'Opale;HAUTS-DE-FRANCE;BTS;29.0;36.0;61.0;65.0;69.0;83.0
cumul 2019-2020;0620187S;Lycée professionnel Jules Verne - Lycée des Métiers du Bâtiment et des énergies renouvelables;HAUTS-DE-FRANCE;CAP;37.0;46.0;21.0;32.0;26.0;42.0
cumul 2019-2020;0620189U;Lycée professionnel Pierre de Coubertin;HAUTS-DE-FRANCE;BAC PRO;33.0;55.0;19.0;35.0;39.0;46.0
cumul 2019-2020;0620220C;Lycée professionnel La Peupleraie;HAUTS-DE-FRANCE;CAP;38.0;50.0;13.0;18.0;20.0;20.0
cumul 2019-2020;0620221D;Lycée professionnel Professeur Clerc;HAUTS-DE-FRANCE;CAP;39.0;62.0;;;;
cumul 2019-2020;0622801H;Lycée Professionnel Jean Bertin - Lycée des Métiers des Travaux Publics;HAUTS-DE-FRANCE;CAP;15.0;70.0;66.0;76.0;66.0;76.0
cumul 2019-2020;0623328F;Lycée Professionnel Henri Senez - Lycée des Métiers;HAUTS-DE-FRANCE;BAC PRO;46.0;41.0;36.0;46.0;47.0;56.0
cumul 2019-2020;0624141P;Lycée polyvalent Léonard de Vinci;HAUTS-DE-FRANCE;BAC PRO;24.0;31.0;34.0;66.0;66.0;72.0
cumul 2019-2020;0630022G;Lycée professionnel Roger Claustres - Lycée des métiers des réalisations industrielles et artisanales;AUVERGNE-RHONE-ALPES;BAC PRO;35.0;65.0;30.0;39.0;42.0;46.0
cumul 2019-2020;0631480S;Lycée professionnel Pierre Boulanger - Lycée des métiers des transports, de la logistique et de la maintenance automobile;AUVERGNE-RHONE-ALPES;CAP;14.0;38.0;60.0;68.0;70.0;76.0
cumul 2019-2020;0640057P;Lycée polyvalent Saint Cricq;NOUVELLE-AQUITAINE;BTS;29.0;43.0;58.0;61.0;75.0;82.0
cumul 2019-2020;0640179X;Lycée professionnel privé Le Guichot;NOUVELLE-AQUITAINE;CAP;9.0;61.0;;;;
cumul 2019-2020;0640181Z;Lycée professionnel privé Saint Joseph - Lycée des métiers des sciences et techniques industrielles;NOUVELLE-AQUITAINE;CAP;;;;;;
cumul 2019-2020;0650005C;Lycée polyvalent Victor Duruy - Lycée des métiers des services à la personne et de l'industrie en montagne;OCCITANIE;CAP;;;;;;
cumul 2019-2020;0650014M;Lycée professionnel de l'Arrouza - Lycée des métiers de l'hôtellerie-restauration, du commerce et du web-marketing;OCCITANIE;BAC PRO;57.0;44.0;37.0;47.0;44.0;56.0
cumul 2019-2020;0650067V;Lycée professionnel privé Vincent de Paul;OCCITANIE;CAP;41.0;66.0;;;;
cumul 2019-2020;0670085D;Lycée polyvalent Louis Couffignal - Lycée des métiers;GRAND EST;BTS;39.0;36.0;52.0;61.0;62.0;64.0
cumul 2019-2020;0671509B;Lycée polyvalent Heinrich-Nessel - Lycée des métiers;GRAND EST;CAP;31.0;46.0;56.0;59.0;63.0;66.0
cumul 2019-2020;0680027K;Lycée professionnel Joseph Vogt;GRAND EST;BAC PRO;17.0;43.0;25.0;39.0;47.0;47.0
cumul 2019-2020;0681768C;Lycée polyvalent Lavoisier;GRAND EST;BAC PRO;22.0;64.0;;;;
cumul 2019-2020;0681809X;Lycée polyvalent E. Bugatti - Lycée  des métiers de l'automobile, du transport et de la logistique;GRAND EST;BAC PRO;54.0;29.0;36.0;49.0;48.0;57.0
cumul 2019-2020;0681809X;Lycée polyvalent E. Bugatti - Lycée  des métiers de l'automobile, du transport et de la logistique;GRAND EST;BTS;38.0;12.0;58.0;58.0;69.0;67.0
cumul 2019-2020;0681839E;Lycée polyvalent Joseph Storck  - Lycées des métiers de l'hôtellerie;GRAND EST;CAP;35.0;54.0;34.0;46.0;38.0;56.0
cumul 2019-2020;0690043X;Lycée professionnel Jacques de Flesselles - Lycée des métiers du génie électrique et de la bureautique;AUVERGNE-RHONE-ALPES;CAP;;;;;;
cumul 2019-2020;0690521S;Lycée général et technologique privé Sainte Marie;AUVERGNE-RHONE-ALPES;BTS;11.0;41.0;21.0;61.0;46.0;57.0
cumul 2019-2020;0690651H;Lycée professionnel privé Saint Joseph - Lycée des métiers de l'énergie, de la gestion-administration et de la relation clientèle;AUVERGNE-RHONE-ALPES;MC3;;;;;;
cumul 2019-2020;0690652J;Lycée professionnel privé Ateliers d'Apprentissage de l'Industrie;AUVERGNE-RHONE-ALPES;CAP;33.0;59.0;50.0;44.0;47.0;58.0
cumul 2019-2020;0690698J;Lycée professionnel privé Société Enseignement Professionnel du Rhône - Lycée des métiers du réseau textile mode cuir;AUVERGNE-RHONE-ALPES;CAP;17.0;64.0;44.0;50.0;52.0;58.0
cumul 2019-2020;0700011G;Lycée professionnel Henri Fertet - Lycée des métiers de l'automobile et des transports;BOURGOGNE-FRANCHE-COMTE;BAC PRO;39.0;39.0;62.0;73.0;73.0;76.0
cumul 2019-2020;0710018J;Lycée polyvalent Julien Wittmer;BOURGOGNE-FRANCHE-COMTE;CAP;17.0;33.0;;;;
cumul 2019-2020;0710026T;Lycée polyvalent Léon Blum;BOURGOGNE-FRANCHE-COMTE;BAC PRO;41.0;52.0;34.0;36.0;51.0;62.0
cumul 2019-2020;0711422K;Lycée polyvalent Hilaire de Chardonnet;BOURGOGNE-FRANCHE-COMTE;CAP;;;;;;
cumul 2019-2020;0711755X;Lycée polyvalent privé du Sacré-Coeur;BOURGOGNE-FRANCHE-COMTE;BTS;25.0;6.0;40.0;60.0;47.0;53.0
cumul 2019-2020;0711896A;LYCEE POLYVALENT SAINT CHARLES;BOURGOGNE-FRANCHE-COMTE;BTS;18.0;25.0;76.0;78.0;76.0;84.0
cumul 2019-2020;0720822C;Lycée polyvalent privé Ste Catherine- Lycée des métiers;PAYS DE LA LOIRE;BTS;11.0;31.0;63.0;91.0;74.0;88.0
cumul 2019-2020;0730037U;Lycée Polyvalent Paul Héroult;AUVERGNE-RHONE-ALPES;BTS;12.0;16.0;67.0;67.0;67.0;76.0
cumul 2019-2020;0740047Z;Lycée polyvalent Savoie Léman - Lycée des métiers de l'hôtellerie restauration;AUVERGNE-RHONE-ALPES;BTS;8.0;49.0;57.0;68.0;62.0;77.0
cumul 2019-2020;0740098E;Lycée général et technologique privé Saint Joseph;AUVERGNE-RHONE-ALPES;BTS;12.0;39.0;63.0;60.0;77.0;73.0
cumul 2019-2020;0750778N;Lycée Professionnel Turquetil - Lycée des métiers de la mode;ILE-DE-FRANCE;BAC PRO;49.0;53.0;38.0;37.0;46.0;51.0
cumul 2019-2020;0760035A;Lycée général et technologique Guy de Maupassant;NORMANDIE;BTS;20.0;26.0;55.0;70.0;65.0;74.0
cumul 2019-2020;0760036B;Lycée professionnel Descartes;NORMANDIE;CAP;35.0;23.0;9.0;18.0;24.0;27.0
cumul 2019-2020;0761735Y;Lycée polyvalent privé Jeanne d'Arc;NORMANDIE;BTS;24.0;23.0;50.0;59.0;60.0;70.0
cumul 2019-2020;0763500S;Lycée polyvalent privé Saint Vincent de Paul - Lycée des métiers de l'image;NORMANDIE;BAC PRO;45.0;45.0;34.0;46.0;55.0;55.0
cumul 2019-2020;0770920G;Lycée polyvalent La Fayette - Lycée des métiers de l'énergie, du numérique et des industries de production - Lycée des métiers du commerce;ILE-DE-FRANCE;BAC PRO;28.0;57.0;48.0;58.0;55.0;63.0
cumul 2019-2020;0770931U;Lycée polyvalent Pierre de Coubertin;ILE-DE-FRANCE;BTS;49.0;33.0;55.0;58.0;62.0;70.0
cumul 2019-2020;0771171E;Lycée professionnel Louis Lumière - Lycée des métiers de l'électricité - Lycée des métiers du commerce;ILE-DE-FRANCE;CAP;40.0;59.0;14.0;29.0;46.0;57.0
cumul 2019-2020;0772229E;Lycée général et technologique Jean Vilar;ILE-DE-FRANCE;BTS;29.0;40.0;50.0;47.0;60.0;57.0
cumul 2019-2020;0782567S;Lycée général et technologique Marie Curie;ILE-DE-FRANCE;BTS;23.0;43.0;61.0;61.0;59.0;64.0
cumul 2019-2020;0782603F;Lycée professionnel Jacques Prévert;ILE-DE-FRANCE;BAC PRO;24.0;58.0;44.0;41.0;50.0;56.0
cumul 2019-2020;0783325R;Lycée polyvalent privé Saint Vincent de Paul, Lycée des métiers de la vente et de la digitalisation de la relation clientèle;ILE-DE-FRANCE;BAC PRO;23.0;59.0;37.0;55.0;63.0;57.0
cumul 2019-2020;0790015M;Lycée professionnel Jean-François Cail - Lycée des métiers du commerce et de la vente;NOUVELLE-AQUITAINE;CAP;32.0;46.0;;;;
cumul 2019-2020;0790964U;Lycée professionnel Thomas Jean Main;NOUVELLE-AQUITAINE;CAP;30.0;20.0;15.0;17.0;13.0;36.0
cumul 2019-2020;0791029P;Lycée professionnel Léonard de Vinci;NOUVELLE-AQUITAINE;CAP;32.0;61.0;;;;
cumul 2019-2020;0800007Y;Lycée polyvalent Lamarck - Lycée des métiers;HAUTS-DE-FRANCE;BAC PRO;34.0;56.0;20.0;42.0;46.0;53.0
cumul 2019-2020;0801739F;Lycée professionnel du Marquenterre - Lycée des métiers du tourisme, de la restauration et de la maintenance;HAUTS-DE-FRANCE;CAP;29.0;57.0;;;;
cumul 2019-2020;0801841S;Lycée général et technologique Robert de Luzarches;HAUTS-DE-FRANCE;BTS;18.0;41.0;18.0;45.0;45.0;41.0
cumul 2019-2020;0810113H;Lycée professionnel privé Notre Dame - Lycée des métiers;OCCITANIE;BAC PRO;23.0;52.0;42.0;49.0;46.0;53.0
cumul 2019-2020;0811324Z;Lycée professionnel Marie-Antoinette Riess;OCCITANIE;CAP;27.0;55.0;;;;
cumul 2019-2020;0820004J;Lycée des métiers de la restauration, de l'alimentation et des services Jean de Prades;OCCITANIE;BTS;31.0;38.0;53.0;59.0;61.0;73.0
cumul 2019-2020;0830032J;Lycée Polyvalent de Lorgues Thomas Edison;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;34.0;60.0;30.0;25.0;40.0;55.0
cumul 2019-2020;0830059N;Lycée professionnel Parc Saint Jean - Lycée des métiers des soins et services à la personne et de la santé;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;40.0;50.0;26.0;34.0;41.0;53.0
cumul 2019-2020;0830960T;Lycée professionnel Gallieni - Lycée des métiers de la conduite, du transport et de la logistique;PROVENCE-ALPES-COTE D'AZUR;CAP;23.0;38.0;46.0;62.0;61.0;61.0
cumul 2019-2020;0831563Y;Lycée polyvalent Costebelle;PROVENCE-ALPES-COTE D'AZUR;BTS;12.0;32.0;60.0;70.0;53.0;63.0
cumul 2019-2020;0831646N;Lycée Polyvalent du Val d'Argens;PROVENCE-ALPES-COTE D'AZUR;BTS;29.0;39.0;81.0;88.0;81.0;86.0
cumul 2019-2020;0840041N;Lycée professionnel Maria Casarès - Lycée des métiers des services aux entreprises, de la coiffure et de l'esthétique;PROVENCE-ALPES-COTE D'AZUR;MC3;;;;;;
cumul 2019-2020;0840940R;LYCEE DES METIERS PRIVE Saint Jean Baptiste de la Salle;PROVENCE-ALPES-COTE D'AZUR;CAP;15.0;96.0;;;;
cumul 2019-2020;0850016F;Lycée polyvalent Atlantique;PAYS DE LA LOIRE;CAP;10.0;43.0;;;;
cumul 2019-2020;0850047P;Etablissement régional d'enseignement adapté Jean d'Orbestier;PAYS DE LA LOIRE;CAP;57.0;21.0;18.0;20.0;24.0;42.0
cumul 2019-2020;0850130E;Lycée polyvalent privé Notre-Dame du Roc - Lycée des métiers;PAYS DE LA LOIRE;BAC PRO;18.0;57.0;52.0;72.0;66.0;83.0
